,ReportDate,TransactionDate,Ticker,Representative,Transaction,Amount,House,Range
587,2022-07-13,2022-06-28,QCOM,Tommy Tuberville,Sale,250001.0,Senate,"$250,001 - $500,000"
588,2022-07-13,2022-06-22,GOLD,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
589,2022-07-13,2022-06-30,IBDO,Lindsey Graham,Purchase,1001.0,Senate,"$1,001 - $15,000"
590,2022-07-13,2022-06-21,SSYS,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
591,2022-07-13,2022-06-17,EVT,Tommy Tuberville,Sale,50001.0,Senate,"$50,001 - $100,000"
592,2022-07-13,2022-06-17,BRK.B,Tommy Tuberville,Sale,100001.0,Senate,"$100,001 - $250,000"
593,2022-07-13,2022-06-17,CVX,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
594,2022-07-13,2022-06-21,INTC,Tommy Tuberville,Purchase,50001.0,Senate,"$50,001 - $100,000"
595,2022-07-13,2022-06-21,X,Tommy Tuberville,Purchase,100001.0,Senate,"$100,001 - $250,000"
596,2022-07-13,2022-06-17,SCCO,Tommy Tuberville,Sale,100001.0,Senate,"$100,001 - $250,000"
597,2022-06-13,2022-03-14,BATRK,John Hickenlooper,Sale,15001.0,Senate,"$15,001 - $50,000"
598,2022-06-13,2022-05-13,FWONA,John Hickenlooper,Sale,50001.0,Senate,"$50,001 - $100,000"
599,2022-06-13,2022-03-16,LSXMK,John Hickenlooper,Sale,15001.0,Senate,"$15,001 - $50,000"
600,2022-06-13,2022-03-16,LBRDK,John Hickenlooper,Sale,50001.0,Senate,"$50,001 - $100,000"
601,2022-06-13,2022-03-16,FWONK,John Hickenlooper,Sale,50001.0,Senate,"$50,001 - $100,000"
602,2022-06-13,2022-05-13,FWONA,John Hickenlooper,Purchase,1001.0,Senate,"$1,001 - $15,000"
603,2022-06-13,2022-05-13,FWONK,John Hickenlooper,Purchase,15001.0,Senate,"$15,001 - $50,000"
604,2022-06-13,2022-05-13,FWONK,John Hickenlooper,Sale,50001.0,Senate,"$50,001 - $100,000"
605,2022-06-13,2022-05-13,LBRDK,John Hickenlooper,Sale,15001.0,Senate,"$15,001 - $50,000"
606,2022-06-13,2022-03-14,BATRK,John Hickenlooper,Purchase,1001.0,Senate,"$1,001 - $15,000"
607,2022-06-13,2022-05-13,LBRDK,John Hickenlooper,Purchase,15001.0,Senate,"$15,001 - $50,000"
608,2022-06-13,2022-05-13,LBRDA,John Hickenlooper,Purchase,1001.0,Senate,"$1,001 - $15,000"
609,2022-06-13,2022-05-13,LBRDA,John Hickenlooper,Sale,15001.0,Senate,"$15,001 - $50,000"
610,2022-06-13,2021-11-12,LSXMK,John Hickenlooper,Purchase,100001.0,Senate,"$100,001 - $250,000"
611,2022-06-13,2022-05-19,CMG,John Hickenlooper,Sale,50001.0,Senate,"$50,001 - $100,000"
612,2022-06-13,2022-05-20,PYPL,Tommy Tuberville,Purchase,50001.0,Senate,"$50,001 - $100,000"
613,2022-06-13,2022-05-31,X,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
614,2022-06-13,2022-05-31,X,Tommy Tuberville,Purchase,100001.0,Senate,"$100,001 - $250,000"
615,2022-06-13,2022-05-31,X,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
616,2022-06-13,2022-06-03,WFC,A. Mitchell Jr. McConnell,Purchase,1001.0,Senate,"$1,001 - $15,000"
617,2022-06-13,2022-05-19,PYPL,Tommy Tuberville,Purchase,250001.0,Senate,"$250,001 - $500,000"
618,2022-06-03,2022-05-16,FCPIX,Thomas R. Carper,Sale,1001.0,Senate,"$1,001 - $15,000"
619,2022-06-03,2022-05-16,GSMYX,Thomas R. Carper,Sale,1001.0,Senate,"$1,001 - $15,000"
620,2022-06-03,2022-05-16,JCI,Thomas R. Carper,Sale,1001.0,Senate,"$1,001 - $15,000"
621,2022-06-03,2022-05-23,ABYIX,Thomas R. Carper,Purchase,1001.0,Senate,"$1,001 - $15,000"
622,2022-05-24,2022-04-11,T,Sheldon Whitehouse,Sale,1001.0,Senate,"$1,001 - $15,000"
623,2022-05-24,2022-04-11,T,Sheldon Whitehouse,Sale,1001.0,Senate,"$1,001 - $15,000"
624,2022-05-16,2022-04-22,LMND,Bill Hagerty,Sale,1001.0,Senate,"$1,001 - $15,000"
625,2022-05-16,2021-11-12,LSXMK,John Hickenlooper,Sale,250001.0,Senate,"$250,001 - $500,000"
626,2022-05-13,2022-04-29,PYPL,Tommy Tuberville,Sale,50001.0,Senate,"$50,001 - $100,000"
627,2022-05-13,2022-04-11,SQ,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
628,2022-05-13,2022-04-28,PYPL,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
629,2022-05-13,2022-04-11,PYPL,Tommy Tuberville,Purchase,15001.0,Senate,"$15,001 - $50,000"
630,2022-05-13,2022-04-28,PYPL,Tommy Tuberville,Sale,50001.0,Senate,"$50,001 - $100,000"
631,2022-05-13,2022-04-21,ECOM,Tommy Tuberville,Purchase,100001.0,Senate,"$100,001 - $250,000"
632,2022-05-12,2022-05-05,IRT,John Thune,Sale,15001.0,Senate,"$15,001 - $50,000"
633,2022-05-04,2021-11-26,GOLD,Thomas R. Carper,Sale,1001.0,Senate,"$1,001 - $15,000"
634,2022-04-21,2022-04-08,T,Jacky Rosen,Sale,1001.0,Senate,"$1,001 - $15,000"
635,2022-04-21,2022-04-08,T,Jacky Rosen,Sale,1001.0,Senate,"$1,001 - $15,000"
636,2022-04-21,2022-04-01,BDX,Jacky Rosen,Sale,1001.0,Senate,"$1,001 - $15,000"
637,2022-04-21,2022-04-08,T,Jacky Rosen,Sale,1001.0,Senate,"$1,001 - $15,000"
638,2022-04-16,2022-02-18,KHC,Roy Blunt,Sale,15001.0,Senate,"$15,001 - $50,000"
639,2022-04-13,2022-03-09,TACO,Bill Hagerty,Sale,15001.0,Senate,"$15,001 - $50,000"
640,2022-04-08,2022-03-29,WST,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
641,2022-04-08,2022-03-30,GFI,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
642,2022-04-08,2022-03-30,IT,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
643,2022-04-08,2022-03-30,HUMA,Tommy Tuberville,Purchase,15001.0,Senate,"$15,001 - $50,000"
644,2022-04-08,2022-03-30,NDAQ,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
645,2022-04-08,2022-03-30,VEEV,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
646,2022-04-08,2022-03-30,NOC,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
647,2022-04-08,2022-03-30,DEO,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
648,2022-04-08,2022-03-23,GOLD,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
649,2022-04-08,2022-03-23,GOLD,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
650,2022-04-08,2022-03-08,ECOM,Tommy Tuberville,Purchase,50001.0,Senate,"$50,001 - $100,000"
651,2022-04-08,2022-03-22,NU,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
652,2022-04-08,2022-03-22,SCCO,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
653,2022-04-08,2022-03-22,MSFT,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
654,2022-04-08,2022-03-21,NU,Tommy Tuberville,Purchase,15001.0,Senate,"$15,001 - $50,000"
655,2022-04-08,2022-03-21,ECOM,Tommy Tuberville,Purchase,15001.0,Senate,"$15,001 - $50,000"
656,2022-04-08,2022-03-30,DHI,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
657,2022-04-08,2022-03-30,CFG,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
658,2022-04-08,2022-03-30,LMST,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
659,2022-04-08,2022-03-30,INTU,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
660,2022-04-08,2022-03-30,SNA,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
661,2022-04-08,2022-03-30,FGBI,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
662,2022-04-08,2022-03-30,TMO,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
663,2022-04-08,2022-03-30,EXP,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
664,2022-04-08,2022-03-30,CP,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
665,2022-04-08,2022-03-30,CDNS,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
666,2022-04-08,2022-03-30,SPGI,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
667,2022-04-08,2022-03-30,RMD,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
668,2022-04-08,2022-03-30,FITB,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
669,2022-04-08,2022-03-30,GNRC,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
670,2022-04-08,2022-03-30,GOOG,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
671,2022-04-08,2022-03-30,BKE,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
672,2022-04-08,2022-03-30,AME,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
673,2022-04-08,2022-03-30,VMW,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
674,2022-04-08,2022-03-30,SIVB,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
675,2022-04-08,2022-03-30,REGN,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
676,2022-04-08,2022-03-30,BMO,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
677,2022-04-08,2022-03-30,MRK,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
678,2022-04-08,2022-03-30,CE,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
679,2022-04-08,2022-03-30,MASI,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
680,2022-04-08,2022-03-30,KEY,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
681,2022-04-08,2022-03-30,HON,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
682,2022-04-08,2022-03-30,ABBV,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
683,2022-04-08,2022-03-30,NFLX,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
684,2022-04-08,2022-03-30,RF,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
685,2022-04-08,2022-03-30,CABO,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
686,2022-04-08,2022-03-30,MKSI,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
687,2022-04-08,2022-03-30,MMC,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
688,2022-04-08,2022-03-30,ROK,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
689,2022-04-08,2022-03-30,BIO,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
690,2022-04-05,2022-03-07,MAXR,Thomas R. Carper,Sale,1001.0,Senate,"$1,001 - $15,000"
691,2022-04-05,2022-03-07,MOO,Thomas R. Carper,Purchase,1001.0,Senate,"$1,001 - $15,000"
692,2022-04-05,2022-03-07,GNR,Thomas R. Carper,Purchase,1001.0,Senate,"$1,001 - $15,000"
693,2022-04-05,2022-03-14,PSQ,Thomas R. Carper,Purchase,1001.0,Senate,"$1,001 - $15,000"
694,2022-04-05,2022-03-07,GLD,Thomas R. Carper,Purchase,1001.0,Senate,"$1,001 - $15,000"
695,2022-04-05,2022-03-14,SH,Thomas R. Carper,Purchase,1001.0,Senate,"$1,001 - $15,000"
696,2022-04-05,2022-03-17,KWEB,Thomas R. Carper,Sale,1001.0,Senate,"$1,001 - $15,000"
697,2022-04-05,2022-03-15,PSQ,Thomas R. Carper,Purchase,1001.0,Senate,"$1,001 - $15,000"
698,2022-04-05,2022-03-14,SH,Thomas R. Carper,Purchase,1001.0,Senate,"$1,001 - $15,000"
699,2022-04-05,2022-03-14,PSQ,Thomas R. Carper,Purchase,15001.0,Senate,"$15,001 - $50,000"
700,2022-04-05,2022-03-14,SH,Thomas R. Carper,Purchase,15001.0,Senate,"$15,001 - $50,000"
701,2022-04-05,2022-03-15,SH,Thomas R. Carper,Purchase,1001.0,Senate,"$1,001 - $15,000"
702,2022-04-05,2022-03-14,PSQ,Thomas R. Carper,Purchase,1001.0,Senate,"$1,001 - $15,000"
703,2022-03-23,2022-02-24,AAPL,Ron Wyden,Sale,50001.0,Senate,"$50,001 - $100,000"
704,2022-03-23,2022-02-24,AAPL,Ron Wyden,Purchase,50001.0,Senate,"$50,001 - $100,000"
705,2022-03-16,2022-01-28,TSLA,Sheldon Whitehouse,Purchase,15001.0,Senate,"$15,001 - $50,000"
706,2022-03-16,2022-01-28,TGT,Sheldon Whitehouse,Purchase,15001.0,Senate,"$15,001 - $50,000"
707,2022-03-14,2022-03-03,WFC,A. Mitchell Jr. McConnell,Purchase,1001.0,Senate,"$1,001 - $15,000"
708,2022-03-11,2022-02-07,PYPL,Tommy Tuberville,Purchase,50001.0,Senate,"$50,001 - $100,000"
709,2022-03-11,2022-02-01,X,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
710,2022-03-11,2022-02-01,CLF,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
711,2022-03-11,2022-02-01,F,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
712,2022-03-11,2022-02-01,MRO,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
713,2022-03-11,2022-02-01,MSFT,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
714,2022-03-11,2022-02-01,MRO,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
715,2022-03-11,2022-02-07,ECOM,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
716,2022-03-11,2022-02-07,ECOM,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
717,2022-03-11,2022-02-24,LOW,Shelley Moore Capito,Sale,1001.0,Senate,"$1,001 - $15,000"
718,2022-03-11,2022-02-07,ECOM,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
719,2022-03-11,2022-02-10,X,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
720,2022-03-11,2022-02-24,AAPL,Shelley Moore Capito,Sale,1001.0,Senate,"$1,001 - $15,000"
721,2022-03-11,2022-02-24,NEE,Shelley Moore Capito,Sale,1001.0,Senate,"$1,001 - $15,000"
722,2022-03-11,2022-02-07,ECOM,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
723,2022-03-11,2022-02-24,MSFT,Shelley Moore Capito,Sale,1001.0,Senate,"$1,001 - $15,000"
724,2022-03-11,2022-02-22,OXY,Tommy Tuberville,Sale,50001.0,Senate,"$50,001 - $100,000"
725,2022-03-11,2022-02-17,ARKK,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
726,2022-03-11,2022-02-17,ARKK,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
727,2022-03-11,2022-02-24,LHX,Shelley Moore Capito,Sale,1001.0,Senate,"$1,001 - $15,000"
728,2022-03-11,2022-02-10,X,Tommy Tuberville,Purchase,100001.0,Senate,"$100,001 - $250,000"
729,2022-03-11,2022-02-10,X,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
730,2022-03-11,2022-02-10,X,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
731,2022-03-11,2022-02-09,PYPL,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
732,2022-03-11,2022-02-09,PYPL,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
733,2022-03-11,2022-02-09,PYPL,Tommy Tuberville,Purchase,15001.0,Senate,"$15,001 - $50,000"
734,2022-03-11,2022-02-09,PYPL,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
735,2022-02-18,2022-01-31,ROAD,Mark Warner,Sale,100001.0,Senate,"$100,001 - $250,000"
736,2022-02-17,2022-01-06,AMZN,Susan M. Collins,Purchase,15001.0,Senate,"$15,001 - $50,000"
737,2022-02-17,2022-01-21,UL,Susan M. Collins,Sale,15001.0,Senate,"$15,001 - $50,000"
738,2022-02-17,2022-01-21,HSY,Susan M. Collins,Purchase,15001.0,Senate,"$15,001 - $50,000"
739,2022-02-17,2022-01-06,WEX,Susan M. Collins,Sale,15001.0,Senate,"$15,001 - $50,000"
740,2022-02-17,2022-01-06,HSIC,Susan M. Collins,Sale,15001.0,Senate,"$15,001 - $50,000"
741,2022-02-17,2022-01-06,VFC,Susan M. Collins,Sale,1001.0,Senate,"$1,001 - $15,000"
742,2022-02-17,2022-01-06,CARR,Susan M. Collins,Sale,1001.0,Senate,"$1,001 - $15,000"
743,2022-02-17,2022-01-06,MMM,Susan M. Collins,Sale,15001.0,Senate,"$15,001 - $50,000"
744,2022-02-17,2022-01-06,OTIS,Susan M. Collins,Sale,1001.0,Senate,"$1,001 - $15,000"
745,2022-02-17,2022-01-06,NVDA,Susan M. Collins,Purchase,15001.0,Senate,"$15,001 - $50,000"
746,2022-02-17,2022-01-06,LIN,Susan M. Collins,Purchase,15001.0,Senate,"$15,001 - $50,000"
747,2022-02-14,2022-01-13,ABQCX,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
748,2022-02-14,2022-01-13,FUN,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
749,2022-02-14,2022-01-13,X,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
750,2022-02-14,2022-01-13,VTRS,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
751,2022-02-14,2022-01-13,PEGA,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
752,2022-02-14,2022-01-13,NWL,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
753,2022-02-14,2022-01-13,CRWD,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
754,2022-02-14,2022-01-13,FGSCX,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
755,2022-02-14,2022-01-14,AWK,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
756,2022-02-14,2022-01-14,AAPL,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
757,2022-02-14,2022-01-13,CLOU,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
758,2022-02-14,2022-01-13,GILD,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
759,2022-02-14,2022-01-14,CLF,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
760,2022-02-14,2022-01-14,ACN,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
761,2022-02-14,2022-01-14,CLF,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
762,2022-02-14,2022-01-14,BABA,Tommy Tuberville,Purchase,50001.0,Senate,"$50,001 - $100,000"
763,2022-02-14,2022-01-14,QCOM,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
764,2022-02-14,2022-01-14,BABA,Tommy Tuberville,Purchase,15001.0,Senate,"$15,001 - $50,000"
765,2022-02-14,2022-01-14,BABA,Tommy Tuberville,Purchase,15001.0,Senate,"$15,001 - $50,000"
766,2022-02-14,2022-01-14,QCOM,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
767,2022-02-14,2022-01-14,WMT,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
768,2022-02-14,2022-01-14,RTX,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
769,2022-02-14,2022-01-14,NEE,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
770,2022-02-14,2022-01-14,LLY,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
771,2022-02-14,2022-01-14,MA,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
772,2022-02-14,2022-01-14,MSFT,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
773,2022-02-14,2022-01-14,ADBE,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
774,2022-02-14,2022-01-14,CTAS,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
775,2022-02-14,2022-01-12,VZ,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
776,2022-02-14,2022-01-12,WBA,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
777,2022-02-14,2022-01-21,TSN,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
778,2022-02-14,2022-01-12,MMM,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
779,2022-02-14,2022-01-26,MDT,Tommy Tuberville,Sale,15001.0,Senate,"$15,001 - $50,000"
780,2022-02-14,2022-01-03,SSYS,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
781,2022-02-14,2022-01-03,SSYS,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
782,2022-02-14,2022-01-03,SSYS,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
783,2022-02-14,2022-01-03,SSYS,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
784,2022-02-14,2022-01-04,CLF,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
785,2022-02-14,2022-01-05,INTC,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
786,2022-02-14,2022-01-05,INTC,Tommy Tuberville,Sale,1001.0,Senate,"$1,001 - $15,000"
787,2022-02-14,2022-01-12,CVX,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
788,2022-02-14,2022-01-12,DOW,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
789,2022-02-14,2022-01-12,AMGN,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
790,2022-02-14,2022-01-12,PFE,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
791,2022-02-14,2022-01-12,CSCO,Tommy Tuberville,Purchase,1001.0,Senate,"$1,001 - $15,000"
